scene_id,im_id,obj_id,score,R,t,time
48, 1724, 19, 1, -0.445738285779953 -0.2120615392923355 -0.8696821928024292 0.8558472394943237 0.18380776047706604 -0.48346686363220215 0.26237910985946655 -0.9598148465156555 0.0995621383190155 , -89.60817009210587 126.17872655391693 904.2479991912842, -1
48, 1724, 20, 1, -0.36213651299476624 -0.9294077754020691 0.07112163305282593 -0.18308833241462708 -0.003890517633408308 -0.9830887913703918 0.9139670133590698 -0.36903393268585205 -0.16875486075878143 , -106.6971868276596 106.71406984329224 911.2638831138611, -1
48, 1874, 1, 1, -0.8799429535865784 -0.4735388457775116 -0.038224294781684875 -0.057673294097185135 0.18634003400802612 -0.9807910919189453 0.4715654253959656 -0.8608357906341553 -0.19127914309501648 , 56.5706230700016 6.036569830030203 956.7232131958008, -1
48, 1874, 6, 1, -0.873632550239563 -0.48562824726104736 -0.030519703403115273 -0.07140324264764786 0.18999049067497253 -0.9791859984397888 0.481318861246109 -0.8532695174217224 -0.20065715909004211 , 14.988048002123833 72.85626977682114 892.6605582237244, -1
48, 1874, 14, 1, 0.9031997323036194 0.42840200662612915 -0.02649288810789585 0.07357320189476013 -0.21533317863941193 -0.9737651944160461 -0.4228677749633789 0.8775553107261658 -0.22600772976875305 , 59.43587049841881 -95.37004679441452 930.646538734436, -1
48, 1874, 19, 1, -0.81679767370224 0.019087333232164383 0.576608419418335 -0.025566769763827324 0.9972731471061707 -0.06922928243875504 -0.5763576030731201 -0.0712883323431015 -0.8140823841094971 , 105.43899983167648 13.032317161560059 892.9929733276367, -1
48, 1874, 20, 1, 0.2590823173522949 -0.7864965796470642 -0.5606243014335632 0.9582706093788147 0.2819133698940277 0.04735242947936058 0.12080501019954681 -0.5494979023933411 0.8267152309417725 , 89.54647928476334 20.830312743782997 885.1647973060608, -1
48, 2040, 1, 1, 0.9427727460861206 0.33190953731536865 -0.03186456859111786 0.036453843116760254 -0.19759127497673035 -0.9796063303947449 -0.33143681287765503 0.9223848581314087 -0.1983831226825714 , 75.85106790065765 4.11992846056819 867.5854802131653, -1
48, 2040, 6, 1, -0.7992902398109436 -0.5988599061965942 -0.050018638372421265 -0.09288720041513443 0.205349400639534 -0.9742708206176758 0.5937230587005615 -0.7740790843963623 -0.2197602093219757 , 29.978949576616287 71.40398025512695 806.7602515220642, -1
48, 2040, 14, 1, 0.8771846890449524 0.4797014892101288 -0.02082398347556591 0.0867292508482933 -0.2009514570236206 -0.9757543802261353 -0.47225531935691833 0.8541106581687927 -0.21787568926811218 , 78.4069374203682 -95.98661214113235 840.4711484909058, -1
48, 2040, 19, 1, -0.8826215863227844 -0.001060695736669004 0.4700832962989807 -0.023200450465083122 0.9988771080970764 -0.04130703583359718 -0.4695115089416504 -0.047364551573991776 -0.8816550970077515 , 120.89018523693085 13.219708576798439 800.0832200050354, -1
48, 2040, 20, 1, -0.20860105752944946 -0.9773553609848022 -0.035529620945453644 -0.2013533115386963 0.07846962660551071 -0.9763704538345337 0.9570489525794983 -0.19651785492897034 -0.2131626009941101 , -131.4210444688797 81.07462525367737 788.7950539588928, -1
48, 2050, 1, 1, 0.9416112303733826 0.33533990383148193 -0.030250074341893196 0.03860063478350639 -0.1967630237340927 -0.9796909689903259 -0.33448174595832825 0.9213204979896545 -0.19821864366531372 , 75.7758766412735 10.982814244925976 865.5567169189453, -1
48, 2050, 6, 1, -0.8193783164024353 -0.5728178024291992 -0.022337833419442177 -0.09787624329328537 0.1781875193119049 -0.979116678237915 0.5648360252380371 -0.8000805377960205 -0.2020682543516159 , 28.25104258954525 78.60159128904343 804.3927550315857, -1
48, 2050, 14, 1, 0.8707557916641235 0.4911990463733673 -0.02254033088684082 0.08606864511966705 -0.19738709926605225 -0.976540207862854 -0.48412466049194336 0.8483877778053284 -0.2141527235507965 , 78.6665827035904 -88.85986357927322 838.8850688934326, -1
48, 2050, 19, 1, -0.8782305121421814 -0.003193182172253728 0.4782269299030304 -0.032443881034851074 0.9980717897415161 -0.05291670560836792 -0.4771358370780945 -0.06198859214782715 -0.8766408562660217 , 120.0430765748024 19.488096237182617 797.8445887565613, -1
48, 2050, 20, 1, 0.25231149792671204 -0.857459545135498 -0.448443740606308 0.9633889198303223 0.2660202383995056 0.03338790312409401 0.09066636860370636 -0.4404500424861908 0.8931870460510254 , 104.0194183588028 23.443661630153656 791.5745973587036, -1
48, 2051, 1, 1, 0.9424690008163452 0.33313992619514465 -0.027743445709347725 0.041890885680913925 -0.2000323086977005 -0.9788932204246521 -0.33165791630744934 0.9214146137237549 -0.20247982442378998 , 75.7843628525734 10.208983905613422 865.0550842285156, -1
48, 2051, 6, 1, -0.8238118886947632 -0.5657365322113037 -0.035726744681596756 -0.0844450369477272 0.18480023741722107 -0.9791412949562073 0.5605382919311523 -0.8036112785339355 -0.20001418888568878 , 28.3303614705801 78.32448929548264 804.5379519462585, -1
48, 2051, 14, 1, 0.8688840866088867 0.4943621754646301 -0.02542923577129841 0.08663462102413177 -0.20244373381137848 -0.9754541516304016 -0.4873756766319275 0.8453535437583923 -0.21872901916503906 , 79.04578745365143 -89.97802436351776 838.3700847625732, -1
48, 2051, 19, 1, -0.8809159994125366 -0.000617491954471916 0.47327205538749695 -0.026278240606188774 0.9985201954841614 -0.047609660774469376 -0.4725423753261566 -0.05437687039375305 -0.8796287178993225 , 120.38643658161163 19.55789513885975 797.7400422096252, -1
48, 2051, 20, 1, -0.2088547945022583 -0.9767687916755676 -0.04798574000597 -0.20311695337295532 0.09132415056228638 -0.9748861789703369 0.9566206932067871 -0.1938629001379013 -0.21747185289859772 , -131.68755173683167 86.17351949214935 786.2396240234375, -1
48, 2066, 1, 1, 0.9409950375556946 0.3369483947753906 -0.03152487054467201 0.04447577893733978 -0.21547475457191467 -0.9754960536956787 -0.3354846239089966 0.9165350198745728 -0.21774671971797943 , 73.4681785106659 5.064510740339756 859.8849177360535, -1
48, 2066, 6, 1, -0.8241615891456604 -0.5657572150230408 -0.026003453880548477 -0.09453266859054565 0.18268901109695435 -0.9786155223846436 0.5584093332290649 -0.8040792942047119 -0.2040477693080902 , 24.638133123517036 73.68136197328568 799.3233799934387, -1
48, 2066, 14, 1, 0.8737185597419739 0.4857645332813263 -0.02546652965247631 0.08727885037660599 -0.20805756747722626 -0.9742147922515869 -0.47853755950927734 0.8489668369293213 -0.22418080270290375 , 76.40989869832993 -94.441719353199 832.6094150543213, -1
48, 2066, 19, 1, -0.877853512763977 -0.010673603042960167 0.4788101017475128 -0.03436248376965523 0.9985786080360413 -0.04074019938707352 -0.4776947796344757 -0.05221695825457573 -0.8769728541374207 , 117.00430512428284 15.08240308612585 792.3645377159119, -1
48, 2066, 20, 1, -0.1998569369316101 -0.9784481525421143 -0.0519268661737442 -0.21176859736442566 0.09487762302160263 -0.9727035760879517 0.9566667675971985 -0.1834051012992859 -0.2261664718389511 , -135.09611785411835 81.53536915779114 782.2847962379456, -1
48, 2069, 1, 1, 0.9407881498336792 0.3373623490333557 -0.03323240578174591 0.04307089373469353 -0.21619325876235962 -0.9754000306129456 -0.33624792098999023 0.91621333360672 -0.21792256832122803 , 72.18439877033234 2.946330001577735 858.684778213501, -1
48, 2069, 6, 1, -0.8131817579269409 -0.5811665058135986 -0.03132052347064018 -0.09960772842168808 0.191990464925766 -0.9763287901878357 0.5734229683876038 -0.7908129096031189 -0.2140117883682251 , 24.001630023121834 71.77994400262833 798.298716545105, -1
48, 2069, 14, 1, 0.8575871586799622 0.5126611590385437 -0.041507188230752945 0.08279908448457718 -0.21725298464298248 -0.9725973606109619 -0.5076303482055664 0.8306501507759094 -0.22876115143299103 , 75.23860037326813 -96.88962250947952 831.0545682907104, -1
48, 2069, 19, 1, -0.8817114233970642 -0.00296425586566329 0.47177982330322266 -0.028402527794241905 0.9984999299049377 -0.04680788889527321 -0.4709334075450897 -0.0546707920730114 -0.8804730772972107 , 116.42562597990036 13.286018744111061 791.239857673645, -1
48, 2069, 20, 1, 0.9078083038330078 -0.4121907949447632 -0.07734829932451248 0.10297566652297974 0.04029269888997078 0.9938674569129944 -0.40654638409614563 -0.9102062582969666 0.07902364432811737 , 57.05568566918373 -134.4861388206482 907.5995087623596, -1
48, 2070, 1, 1, -0.8421013355255127 -0.5390015244483948 -0.01851486973464489 -0.10345807671546936 0.19513830542564392 -0.9753039479255676 0.5293031930923462 -0.8193891048431396 -0.22009022533893585 , 71.78723812103271 2.818780252709985 857.8484058380127, -1
48, 2070, 6, 1, -0.8225013613700867 -0.568351686000824 -0.021631579846143723 -0.10200463980436325 0.18482044339179993 -0.9774642586708069 0.5595412850379944 -0.8017591238021851 -0.209989532828331 , 23.991597816348076 71.71113789081573 797.1853613853455, -1
48, 2070, 14, 1, 0.8740556836128235 0.48500245809555054 -0.028269974514842033 0.08927971124649048 -0.21755072474479675 -0.971957266330719 -0.4775518774986267 0.8470208644866943 -0.23345233500003815 , 75.24092495441437 -96.53472900390625 830.9796452522278, -1
48, 2070, 19, 1, -0.8815571069717407 -0.009128735400736332 0.4719889163970947 -0.028950277715921402 0.9989765286445618 -0.03475054353475571 -0.47118857502937317 -0.044298749417066574 -0.8809192776679993 , 116.09984934329987 12.956162914633751 790.5306816101074, -1
48, 2070, 20, 1, 0.9862110018730164 0.1418285220861435 0.08527940511703491 0.1486564427614212 -0.9856570959091187 -0.07988252490758896 0.07272667437791824 0.0914582759141922 -0.9931496977806091 , -338.90876173973083 -146.2446004152298 1373.4047412872314, -1
48, 2083, 1, 1, -0.8339998126029968 -0.5512425899505615 -0.02399924211204052 -0.10082840174436569 0.19502229988574982 -0.9756022095680237 0.5424737930297852 -0.8112323880195618 -0.2182295024394989 , 74.64852929115295 1.7699120799079537 848.6390709877014, -1
48, 2083, 6, 1, -0.804706871509552 -0.5927450656890869 -0.0331716388463974 -0.10015194118022919 0.19061557948589325 -0.9765424132347107 0.5851637125015259 -0.782508134841919 -0.21275413036346436 , 26.357751339673996 69.94183361530304 788.4724736213684, -1
48, 2083, 14, 1, 0.8665969371795654 0.498167484998703 -0.0289613027125597 0.08342695236206055 -0.20185889303684235 -0.9758549332618713 -0.4919854402542114 0.8432568311691284 -0.21649090945720673 , 77.96231657266617 -98.55064004659653 820.8799362182617, -1
48, 2083, 19, 1, -0.8826640844345093 -0.007609503343701363 0.46994274854660034 -0.02657044492661953 0.9990777373313904 -0.033728137612342834 -0.46925267577171326 -0.04225717484951019 -0.8820523619651794 , 118.8938319683075 11.801966466009617 780.3460359573364, -1
48, 2083, 20, 1, -0.07347830384969711 -0.997294008731842 -0.0024007114116102457 -0.21660007536411285 0.018308252096176147 -0.9760887622833252 0.9734911918640137 -0.07120134681463242 -0.21735922992229462 , 17.18684285879135 59.625476598739624 848.2956290245056, -1
48, 2090, 1, 1, 0.941064178943634 0.3365880250930786 -0.03326282650232315 0.04100429639220238 -0.2111538052558899 -0.976592481136322 -0.3357328772544861 0.917672336101532 -0.2125108242034912 , 68.29376518726349 -1.348312827758491 846.7929363250732, -1
48, 2090, 6, 1, -0.8085516691207886 -0.587459146976471 -0.03370124474167824 -0.09657891094684601 0.188987597823143 -0.9772186279296875 0.5804452300071716 -0.7868769764900208 -0.2095424383878708 , 20.53803764283657 67.29316711425781 787.0182394981384, -1
48, 2090, 14, 1, 0.8624888062477112 0.505016565322876 -0.03272894397377968 0.0860578864812851 -0.21008874475955963 -0.97388756275177 -0.49870526790618896 0.8371504545211792 -0.22465986013412476 , 71.25356793403625 -101.54465585947037 818.8084363937378, -1
48, 2090, 19, 1, -0.8859133720397949 -0.010937858372926712 0.4637221693992615 -0.03413640707731247 0.9985483288764954 -0.04166272655129433 -0.4625932276248932 -0.05273931846022606 -0.8850006461143494 , 112.56717890501022 8.764024823904037 778.5958647727966, -1
48, 2090, 20, 1, 0.22693565487861633 -0.8774433135986328 -0.4226034879684448 0.9685763716697693 0.24868710339069366 0.0037758711259812117 0.10178297013044357 -0.41018083691596985 0.9063066244125366 , 96.02756798267365 16.673032194375992 771.6773748397827, -1
48, 2104, 1, 1, -0.8369839787483215 -0.5459367036819458 -0.037566814571619034 -0.08857880532741547 0.2029055804014206 -0.9751837253570557 0.5400110483169556 -0.8128854632377625 -0.21818704903125763 , 71.09794020652771 -4.561701789498329 838.5656476020813, -1
48, 2104, 6, 1, -0.8110536336898804 -0.5843988060951233 -0.025890829041600227 -0.10464947670698166 0.18849866092205048 -0.9764816761016846 0.5755350589752197 -0.7892696261405945 -0.21403950452804565 , 21.665340289473534 64.4034817814827 778.3979177474976, -1
48, 2104, 14, 1, 0.8740131855010986 0.48558297753334045 -0.01760960929095745 0.09168565273284912 -0.20040063560009003 -0.9754143953323364 -0.47717365622520447 0.850910484790802 -0.219673752784729 , 73.526032269001 -104.0942445397377 810.9588623046875, -1
48, 2104, 19, 1, -0.8861173391342163 -0.01176335196942091 0.4633117616176605 -0.033454522490501404 0.9986935257911682 -0.038627658039331436 -0.4622519910335541 -0.04972853139042854 -0.885353147983551 , 114.29919302463531 5.722382105886936 770.3076601028442, -1
48, 2104, 20, 1, 0.2471698522567749 -0.8862324357032776 -0.3917897939682007 0.9689421653747559 0.22923369705677032 0.09275096654891968 0.007612516172230244 -0.40254703164100647 0.9153677821159363 , 99.68812018632889 10.527504608035088 762.4249458312988, -1
48, 2133, 1, 1, -0.8310818076133728 -0.5546140074729919 -0.04130735620856285 -0.08326856791973114 0.19752508401870728 -0.9767549633979797 0.5498812198638916 -0.8083236217498779 -0.2103414088487625 , 77.49655097723007 -2.454838017001748 824.0300416946411, -1
48, 2133, 6, 1, -0.7914291024208069 -0.6099095344543457 -0.04062602296471596 -0.09795106947422028 0.19214537739753723 -0.9764659404754639 0.6033619046211243 -0.7688241004943848 -0.21181073784828186 , 27.817582711577415 66.42545014619827 765.2953863143921, -1
48, 2133, 14, 1, 0.8351239562034607 0.5477831959724426 -0.05001697689294815 0.07940172404050827 -0.21002855896949768 -0.9744656085968018 -0.5443008542060852 0.8098282814025879 -0.218894824385643 , 79.65614646673203 -101.96208208799362 796.37211561203, -1
48, 2133, 19, 1, -0.8874436020851135 -0.008261468261480331 0.46084216237068176 -0.02937825582921505 0.9988200664520264 -0.03866799920797348 -0.4599791467189789 -0.04785434901714325 -0.8866393566131592 , 119.4840744137764 7.236388977617025 755.886435508728, -1
48, 2133, 20, 1, 0.011882390826940536 0.939342200756073 0.3427756130695343 0.9989140033721924 0.004293141420930624 -0.04639256373047829 -0.04505007341504097 0.34295472502708435 -0.9382710456848145 , 119.68134343624115 11.669456958770752 755.3544640541077, -1
48, 2144, 1, 1, 0.9372478723526001 0.34689709544181824 -0.035056766122579575 0.047750137746334076 -0.2273058295249939 -0.972652018070221 -0.34537869691848755 0.909942090511322 -0.22960630059242249 , 75.03878325223923 0.015530051314271986 818.706750869751, -1
48, 2144, 6, 1, -0.8002569675445557 -0.5985721945762634 -0.03605866804718971 -0.09988470375537872 0.19234925508499146 -0.9762298464775085 0.591279923915863 -0.7776329517364502 -0.2137170284986496 , 25.3323744982481 69.73184645175934 759.6710324287415, -1
48, 2144, 14, 1, 0.850511908531189 0.5246814489364624 -0.03658916801214218 0.08734502643346786 -0.2095026671886444 -0.9738991260528564 -0.5186522006988525 0.8251169323921204 -0.2240128219127655 , 77.06436514854431 -99.8561829328537 790.709912776947, -1
48, 2144, 19, 1, 0.8335980176925659 0.3013346791267395 -0.46293842792510986 -0.26053568720817566 0.9535015821456909 0.1515127569437027 0.4870684742927551 -0.005688686389476061 0.8733453750610352 , 100.02542287111282 12.119623832404613 742.7406907081604, -1
48, 2144, 20, 1, 0.23361702263355255 -0.878725528717041 -0.41625067591667175 0.9633243083953857 0.26729798316955566 -0.02362174727022648 0.1320199817419052 -0.3954659402370453 0.9089429974555969 , 99.8593270778656 12.76642456650734 742.7319288253784, -1
48, 2160, 1, 1, -0.8264556527137756 -0.5615371465682983 -0.04058092460036278 -0.08461987227201462 0.19515495002269745 -0.9771150350570679 0.556606113910675 -0.8041085600852966 -0.20880410075187683 , 78.73280346393585 -4.083764273673296 810.8323812484741, -1
48, 2160, 6, 1, -0.7813124656677246 -0.6225530505180359 -0.044479478150606155 -0.10149385035037994 0.19704599678516388 -0.9751266837120056 0.6158326864242554 -0.7573642134666443 -0.2171398550271988 , 28.81217561662197 64.52552229166031 752.4650692939758, -1
48, 2160, 14, 1, 0.838583767414093 0.5428858995437622 -0.045302629470825195 0.07864499092102051 -0.20292848348617554 -0.9760303497314453 -0.5390662550926208 0.8149202466011047 -0.2128676027059555 , 80.47381788492203 -105.00914603471756 782.5291156768799, -1
48, 2160, 19, 1, 0.8508894443511963 0.2971540093421936 -0.4332279860973358 -0.24727988243103027 0.9541324377059937 0.16877135634422302 0.46350809931755066 -0.0364772230386734 0.8853415846824646 , 103.43827307224274 7.0740655064582825 735.0277304649353, -1
48, 2160, 20, 1, -0.37340375781059265 0.9255913496017456 0.062047552317380905 -0.1870567947626114 -0.14063674211502075 0.9722298383712769 0.9086139798164368 0.35142791271209717 0.22565250098705292 , -112.90939152240753 71.59478217363358 747.3650574684143, -1
